건강생활지원센터명,건강생활지원센터 유형,소재지도로명주소,위도,경도,운영시작시각,운영종료시각,휴무일정보,건강증진사업내용,기타이용안내,의사수,간호사수,영양사수,신체활동전문인력수,물리/작업치료사수,사회복지사수,간호조무사수,기타인력현황,건강검진장비현황,체력측정장비현황,운동장비현황,금연사업장비현황,영양사업장비현황,절주사업장비현황,재활사업장비현황,기타보건교육장비현황,감염병예방장비현황,운영기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
거제건강생활지원센터,기본형,부산광역시 연제구 해맞이로 53,35.1791403891,129.0678248197,09:00,18:00,토+일+공휴일,금연+절주+신체활동+심뇌혈관,마을건강센터연계,0,1,1,1,0,0,0,행정인력(1),체성분분석기+혈압계+뇌파측정기+신장체,악력측정기+체력측정및운동가이드시스템,업도미널머신+숄더프레스+레그프레스+좌,일산화탄소(CO)측정기+흡연결과모형+,영양교육용인덕션+전자레인지+당도측정기,가상음주체험고글+간비교모형,없음,O,X,051-665-5421,부산광역시 연제구보건소,2025-12-19,B553430,한국건강증진개발원
개금3동건강생활지원센터,동단위형,"부산광역시 부산진구 개금본동로 88, 개금3동주민센터 2층",35.1557635786,129.0219365562,09:00,18:00,토+일+공휴일,만성질환관리+금연+심뇌혈관관리+신체활동+영양+비만+치매,,0,2,0,1,0,0,0,,혈압계+혈당측정기+지질측정기+당화혈색,악력측정기,없음,없음,식단/식품모형,없음,없음,O,X,051-605-6551,부산광역시 부산진구보건소,2025-12-19,B553430,한국건강증진개발원
개금2동건강생활지원센터,동단위형,"부산광역시 부산진구 복지로 93, 개금2동주민센터 2층",35.1449069664,129.0195347385,09:00,18:00,토+일+공휴일,심뇌혈관+신체활동+비만+치매,,0,2,0,1,0,0,0,,혈압계+당화혈색소측정기+지질측정기+혈,악력측정기,레그컬&레그익스텐션머신+업도미널&백익,없음,없음,없음,없음,O,X,051-605-6693,부산광역시 부산진구보건소,2025-12-19,B553430,한국건강증진개발원
중구건강생활지원센터,기본형,대전광역시 중구 중앙로 100(대흥동),36.325575015,127.421295267,09:00,18:00,토+일+공휴일,재활+만성질환관리+신체활동+영양,,0,3,0,1,2,0,0,,혈압계+혈당측정기+당화혈색소측정기+콜,운동부하검사장비+동맥경화진단기+체성분,없음,없음,없음,없음,대퇴사두근운동기+운동용매트평상+계단보,O,X,042-288-8063,대전광역시 중구보건소,2025-12-19,B553430,한국건강증진개발원
대덕구남부건강생활지원센터,기본형,"대전광역시 대덕구 동춘당로 187 (법동), 5층",36.3672076725,127.4308386054,09:00,18:00,토+일+공휴일,금연+신체활동+영양+비만+심뇌혈관+만성질환관리+모바일헬스케어,건강학교 운영+건강동아리 운영+지역사,0,4,1,2,0,0,0,,체성분분석기+혈압계+대사증후군검사혈액,악력측정기+에어로바이크+종합체력기능측,러닝머신+입식/좌식사이클+스텝퍼+스미,일산화탄소(CO)측정기+혈압계,근육ㆍ지방1kg세트+식품교환단위+식품,없음,없음,O,O,042-608-4472,대전광역시 대덕구보건소,2025-12-19,B553430,한국건강증진개발원
고산건강생활지원센터,기본형,대구광역시 수성구 욱수천로 99,35.8369885033,128.7128212323,09:00,18:00,토+일+공휴일,만성질환관리+심뇌혈관관리+신체활동+구강+금연+방문+모자보건,모바일헬스케어,0,5,2,2,0,0,0,치과위생사(2),체성분분석기+혈압계,종합체력기능측정기 + 악력측정기 + ,러닝머신 + 순환식유압운동기 + 좌식,일산화탄소(CO)측정기+흡연자폐모형+,식단/식품모형+소변검사스틱,가상음주체험고글,없음,O,X,053-666-3160,대구광역시 수성구보건소,2025-12-19,B553430,한국건강증진개발원
구암건강생활지원센터,기본형,대구광역시 북구 구암서로 30,35.9386463307,128.5660100362,09:00,18:00,토+일+공휴일,신체활동+금연+치매+방문+만성질환관리+영양,건강동아리+주민건강협의체+어린이건강놀,0,6,1,1,0,0,0,행정인력(1)+치매상담사(3)+금연상,체성분분석기+혈압계+혈당측정기,체력측정및운동가이드시스템,러닝머신+순환식유압운동기,일산화탄소(CO)측정기+흡연자 구강모,염도계+식단/식품모형+영양프로그램,어린이 음주예방모형+가상음주체험고글,없음,O,O,053-665-4281,대구광역시 북구보건소,2025-12-19,B553430,한국건강증진개발원
지원건강생활지원센터,기본형,"광주광역시 동구 지원로 31-9 (소태동), 복합커뮤니티센터 2층",35.1253005997,126.935176655,09:00,18:00,토+일+공휴일,만성질환관리+신체활동+영양+비만+재활,건강매니저서비스 예약제 운영+건강동아,0,3,1,0,1,0,0,,신장체중계+체성분분석기+혈압계+혈당측,악력측정기,러닝머신+코끼리자전거+종합운동기+레그,없음,염도계+식단/식품모형+염분량입체모형+,어린이 음주예방모형(절주패널)+가상음,근골격재활풀리운동시스템+사다리연습기+,O,O,062-608-3950,광주광역시 동구보건소,2025-12-19,B553430,한국건강증진개발원
주월건강생활지원센터,기본형,광주광역시 남구 군분로 13번길 10,35.1348092412,126.8944811454,09:00,18:00,토+일+공휴일,신체활동+영양+만성질환관리+비만+치매,운동처방실+건강동아리활동지원+지역사회,0,2,0,1,0,0,0,행정인력(1),체성분분석기+혈압계+혈당측정기+당화혈,악력측정기+체력측정및운동가이드시스템,러닝머신+음파진동기+체스트웨이트+스텝,없음,염도계+당도계+탁상패널(칼로리ㆍ고당),없음,없음,O,X,062-607-6133,광주광역시 남구보건소,2025-12-19,B553430,한국건강증진개발원
월산건강생활지원센터,기본형,광주광역시 남구 중앙로 12,35.1445848926,126.8999215579,09:00,18:00,토+일+공휴일,신체활동+영양+만성질환관리+치매+금연,순환운동+건강동아리활동지원+지역사회연,0,2,0,1,1,0,0,임상심리사(1),체성분분석기+혈압계+당화혈색소측정기+,없음,순환식유압운동기,일산화탄소(CO)측정기,염도계+식단/식품모형,없음,없음,O,X,062-607-6151,광주광역시 남구보건소,2025-12-19,B553430,한국건강증진개발원
우산건강생활지원센터,기본형,광주광역시 광산구 사암로 167,35.1593126672,126.8075587875,09:00,18:00,토+일+공휴일,구강+통합건강증진관리+재활,구강체험관+모바일헬스케어+재활운동실 ,1,8,1,1,0,0,1,,체성분분석기+혈압계+혈당측정기,악력측정기+자전거에르고미터+윗몸일으키,러닝머신+좌식 사이클+레그익스텐션+버,없음,비만체험조끼+영양교육 교구,어린이 음주예방모형+가상음주체험고글,코끼리자전거(연동상하지운동기)+전동거,O,X,062-960-3801,광주광역시 광산구보건소,2025-12-19,B553430,한국건강증진개발원
쌍촌건강생활지원센터,기본형,"광주광역시 서구 쌍학로 47, 쌍촌종합사회복지관 2층",35.1473817149,126.868831348,09:00,18:00,토+일+공휴일,신체활동+심뇌혈관관리+만성질환관리+음주폐해예방,,0,3,0,0,0,0,0,행정인력(1),체성분분석기+혈압계+혈당측정기+체온계,악력측정기+자전거에르고미터+종합체력기,러닝머신,없음,없음,없음,없음,X,X,062-350-4741,광주광역시 서구보건소,2025-12-19,B553430,한국건강증진개발원
수완건강생활지원센터,기본형,광주광역시 광산구 장덕로 158,35.1970739751,126.8257308863,09:00,18:00,토+일+공휴일,신체활동+아토피천식+심뇌혈관+모자보건+재활,건강생활실천사업+어린이건강체험관+건강,0,11,3,1,3,0,0,,체성분분석기+혈압계+혈당측정기+고지혈,악력측정기+각근력측정기+배근력측정기+,러닝머신+좌식사이클+로타리토로소머신+,폐비교모형+흡연결과비교모형,고혈압당뇨등각종식단및식품추천모형+식품,어린이음주예방모형+가상음주체험고글,건식수압마사지기+상하지운동기+자전거운,O,X,062-960-8822,광주광역시 광산구보건소,2025-12-19,B553430,한국건강증진개발원
서구(광주광역시)건강생활지원센터,기본형,광주광역시 서구 운천로 172번길 32,35.1481814656,126.8601043129,09:00,18:00,토+일+공휴일,만성질환관리+금연+음주폐해예방+신체활동+영양+심뇌혈관관리,,0,3,0,0,0,0,0,행정인력(1),혈압계+혈당측정기+고지혈증측정기+체성,없음,없음,없음,식품모형+염도계,없음,없음,O,X,062-350-4173,광주광역시 서구보건소,2025-12-19,B553430,한국건강증진개발원
본촌건강생활지원센터,기본형,광주광역시 북구 양산택지로79번길 26,35.214080199,126.8790980271,09:00,18:00,토+일+공휴일,만성질환관리+신체활동+모자보건,건강증진실 및 건강상담실 운영,0,4,0,1,1,0,0,행정인력(1),대사증후군혈액검사기+혈압계+혈당측정기,종합체력기능측정기+악력측정기+폐활량측,러닝머신+버터플라이머신+레그익스텐션머,폐비교모형+일산화탄소(CO)측정기+1,식단/식품모형+염도계+건강식품 입체패,가상음주체험고글+간비교모형,휠체어,O,X,062-410-6226,광주광역시 북구보건소,2025-12-19,B553430,한국건강증진개발원
두암건강생활지원센터,기본형,광주광역시 북구 군왕로 141번길 6,35.1743140473,126.9324675698,09:00,18:00,토+일+공휴일,만성질환관리+신체활동+재활,건강증진실 및 재활운동실 운영,0,4,0,0,3,0,0,행정인력(3),체성분분석기+대사증후군혈액검사기+혈압,없음,러닝머신+사이클+레그프레스+숄더프레스,흡연자 폐/구강/혈관 비교모형+폐활량,식품구성자석보드판+소금/설탕/지방/포,어린이 가상음주체험고글+간비교모형,사이클+어깨회전운동기+체간복부운동기+,O,X,062-410-8984,광주광역시 북구보건소,2025-12-19,B553430,한국건강증진개발원
봉산면건강생활지원센터,기본형,경상북도 김천시 봉산면 예지송정길 9,36.141443781,128.0598364311,09:00,18:00,토+일+공휴일,심뇌혈관+치매+신체활동,어린이보건교육+건강증진실운영실+기억쉼,0,1,0,1,1,0,0,행정인력(2),체성분분석기+혈압계+혈당측정기+신장체,악력측정기+실내자전거+러닝머신+윗몸일,멀티랙+라잉레그컬+레그익스텐션+풀다운,일산화탄소(CO)측정기+흡연자 폐모형,염도계+식단/식품모형,어린이 음주예방모형+가상음주체험고글,전동거꾸리+허리마사지기+진동마사지기,O,X,054-421-2871,경상북도 김천시 보건소,2025-12-19,B553430,한국건강증진개발원
구미건강생활지원센터,기본형,경상북도 구미시 박정희로 45-7,36.0826826566,128.3513405667,09:00,18:00,토+일+공휴일,금연+신체활동+영양+심뇌혈관+비만관리,,0,2,1,0,1,0,1,행정인력(3),체성분분석기+혈압계+신장체중계,악력측정기+유연성측정기+복부근력측정기,없음,일산화탄소(CO)측정기+폐활량측정기+,염도계+식단/식품모형,없음,없음,O,X,054-480-2930,경상북도 구미시 구미보건소,2025-12-19,B553430,한국건강증진개발원
함안군건강생활지원센터,기본형,경상남도 함안군 칠원읍 용산1길 54-5,35.3101123766,128.5167042865,09:00,18:00,토+일+공휴일,만성질환관리+재활+신체활동+금연+영양,농부증재활운동실 운영,0,5,0,1,2,0,0,행정인력(2)+심리상담사(1)+기타(,체성분분석기+혈압계+혈당콜레스테롤측정,악력측정기+자전거에르고미터,트레드밀+거꾸리+하체근력강화기+상체근,일산화탄소(CO)측정기+흡연자 구강ㆍ,염도계+식단/식품모형+영양프로그램,음주체험고글,기립훈련기+어깨회전운동기+슬링+러닝머,O,X,055-580-3313,경상남도 함안군보건소,2025-12-19,B553430,한국건강증진개발원
중부(진주시)건강활지원센터,동단위형,"경상남도 진주시 진산로 20, 옥봉 LH아파트 상가 3층",35.1937413615,128.0943300449,09:00,17:00,토+일+공휴일,"금연+심뇌혈관(혈압,혈당측정 및 혈압,혈당기 대여사업)+만성질환관리+치매+방문건강관리+영양","고혈압,당뇨 상설교실 운영",1,2,0,0,0,0,0,,체성분분석기+혈압계+혈당측정기,악력측정기,없음,일산화탄소(CO)측정기,염도계+식단/식품모형+영양프로그램,가상음주체험고글,없음,O,X,055-749-6982,경상남도 진주시보건소,2025-12-19,B553430,한국건강증진개발원
주촌건강생활지원센터,기본형,경상남도 김해시 주촌면 주선로 29-1,35.2347774158,128.845757107,09:00,18:00,토+일+공휴일,신체활동+금연+영양+심뇌혈관,,0,1,1,1,0,0,1,,체성분분석기+혈압계+당화혈색소측정기,악력측정기+앉아서윗몸앞으로굽히기측정기,알렉시아 유압식 순환근력장비+쇼울더링,일산화탄소(CO)측정기+폐모형+흡연구,식단모형+염분량입체모형+식품구성자석보,절주입체패널+가상음주체험키트,없음,O,X,055-330-2602,경상남도 김해시보건소,2025-12-19,B553430,한국건강증진개발원
삼천포건강생활지원센터,기본형,경상남도 사천시 동금로 33,34.930921989,128.0790907727,09:00,18:00,토+일+공휴일,신체활동+비만+심뇌혈관관리+만성질환관리+금연,"건강상담실 운영, 재활기구 대여사업",0,1,0,1,0,0,0,행정인력(2),체성분분석기+혈압계+혈당측정기,유연성측정기+악력측정기,러닝머신+레그컬머신+레그익스텐션머신+,없음,없음,없음,없음,X,X,055-831-5461,경상남도 사천시보건소,2025-12-19,B553430,한국건강증진개발원
사파건강생활지원센터,기본형,경상남도 창원시 성산구 창이대로 689번길 14,35.2239366695,128.7026932475,09:00,18:00,토+일+공휴일,만성질환관리+영양+신체활동,,0,2,1,1,0,0,0,,체성분분석기+혈압계,체력측정및운동가이드시스템,러닝머신+숄더프레스+체스트프레스+레그,없음,염도계+식품모형+염분량입체모형+영양프,없음,없음,X,X,055-225-6381,경상남도 창원시 창원보건소,2025-12-19,B553430,한국건강증진개발원
동부(창원시)건강생활지원센터,기본형,"경상남도 창원시 진해구 용원로41번길 8, 1층",35.1002591347,128.8143601089,09:00,18:00,토+일+공휴일,만성질환관리+신체활동+영양,건강동아리 운영,0,2,1,1,0,0,0,,체성분분석기+혈압계+혈당측정기+콜레스,없음,러닝머신+하체근력강화용자전거+레그프레,없음,"조리실습용 장비(인덕션, 냉장고 등)",없음,없음,O,X,055-225-6221,경상남도 창원시 진해보건소,2025-12-19,B553430,한국건강증진개발원
동부(양산시)건강생활지원센터,기본형,경상남도 양산시 덕계회야길 68,35.3751208789,129.1492279756,09:00,18:00,토+일+공휴일,금연+신체활동+영양관리+비만예방관리+음주폐해예방+심뇌혈관질환 예방관리,치매안심센터 분소(별도운영),0,3,1,1,1,0,0,행정인력(3),체성분측정기+혈압계+혈당측정기+콜레스,시각반응측정기+자세보행측정기+유연성측,없음,일산화탄소측정기+흡연자구강모형,염도계,없음,없음,O,X,055-392-6981,경상남도 양산시 웅상보건소,2025-12-19,B553430,한국건강증진개발원
동부(김해시)건강생활지원센터,기본형,경상남도 김해시 분성로727번길 8-35,35.2300250978,128.922444487,09:00,18:00,토+일+공휴일,심뇌혈관+금연+신체활동+영양+재활+절주,1층 치매안심센터 운영,0,2,1,1,1,0,0,청사관리(1)+금연상담사(1),체성분분석기+혈압기+혈당기+콜레스테롤,악력측정기+앉아서윗몸앞으로굽히기측정기,없음,일산화탄소(CO)측정기+폐모형,식단모형+염분량입체모형+식품구성자석보,음주체험고글,평행봉+재활전용트레드밀+풀리운동시스템,X,X,055-320-5951,경상남도 김해시보건소,2025-12-19,B553430,한국건강증진개발원
감일건강생활지원센터,기본형,"경기도 하남시 감일순환로 181 (감이동), 2층",37.5080322368,127.1590453124,09:00,18:00,토+일+공휴일,금연+음주폐해예방+신체활동+구강+모자보건+치매+만성질환관리+정신건강,건강관리실 운영+요리교실+어린이건강체,1,5,0,0,1,0,0,치과위생사(1),체성분분석기+신장체중계+혈압계+혈당측,없음,체스트플라이 머신+업도미널머신+숄더프,없음,없음,가상음주체험고글,없음,O,X,031-790-6803,경기도 하남시보건소,2025-12-19,B553430,한국건강증진개발원
소흘건강생활지원센터,기본형,경기도 포천시 소흘읍 호국로 567,37.8234967091,127.1384307486,09:00,18:00,토+일+공휴일,금연+치매+영양+모자보건+신체활동+비만+심뇌혈관질환예방관리+노쇠예방관리+구강+정신건강,,0,2,0,1,1,0,0,행정인력(1),체성분분석기+신장체중계+혈압계+생화학,없음,입식사이클+좌식사이클,일산화탄소(CO)측정기+흡연자 구강모,없음,가상음주체험고글,없음,X,X,031-538-3790,경기도 포천시보건소,2025-12-19,B553430,한국건강증진개발원
포승건강생활지원센터,기본형,경기도 평택시 포승읍 여술로 47,36.989361542,126.8474040184,09:00,18:00,토+일+공휴일,금연+신체활동+비만+영양+심뇌혈관+만성질환관리+치매+재활+모자보건,,0,1,1,0,1,0,0,,체성분분석기+혈압계,없음,순환운동장비(레그프레스+레그익스텐션+,일산화탄소(CO)측정기+흡연자 폐 모,식단/식품모형,없음,전동 작업치료테이블 세트+수력저항식 ,X,X,031-8024-8625,경기도 평택시보건소,2025-12-19,B553430,한국건강증진개발원
마장건강생활지원센터,기본형,경기도 이천시 마장면 중앙로 81,37.2499398621,127.3585047563,09:00,18:00,토+일+공휴일,금연+신체활동+비만+심뇌혈관+모자보건+구강+치매,건강동아리 회원 수시 모집,0,1,0,1,0,0,0,행정인력(1),체성분분석기+혈압계+체중계+당화혈색소,없음,없음,없음,염도계+식단/식품모형+영양프로그램,없음,없음,O,X,031-6190-7245,경기도 이천시보건소,2025-12-19,B553430,한국건강증진개발원
남부(이천시)건강생활지원센터,기본형,경기도 이천시 장호원읍 서동대로8809번길 30-15,37.1167786789,127.614813281,09:00,18:00,토+일+공휴일,금연+신체활동+비만+만성질환관리+심뇌혈관관리+모자보건+구강+영양,스마트운동실+어린이건강체험존 운영,0,1,1,1,0,0,0,행정인력(1),체성분분석기+신장체중계+혈압계+혈당측,체력측정 및 운동가이드시스템+자세측정,레그익스텐션+레그컬머신+레그프레스머신,없음,레그익스텐션+레그컬머신+레그프레스머신,없음,없음,O,X,031-6190-7281,경기도 이천시보건소,2025-12-19,B553430,한국건강증진개발원
